modelo | nserie | memoria | resetmapa
ALMERA | 28556-3N705 | PART=93C56 | [11 A3 FF] [B2 F1 FF]
ALMERA | 28556-9F105-0-285-001-193 | PART=68HC11E9 | [10 54 FF] [180 1FF FF]
ALMERA | 98820 2N400 | PART=93C56 | [B2 FF 54]
ALMERA | 98820-2N400-D | PART=93C56 | [11 A3 FF] [B2 F1 FF]
ALMERA | 98820-3L300-G | PART=93C56 | [11 A3 FF] [B2 F1 FF]
ALMERA | 605-14-76-00 | PART=95080 | [1C0 20F 00] [210 30F FF]
ALMERA | 605-14-78-00 | PART=95080 | [1C0 20F 00] [210 30F FF]
ALERMA | 28556 3N705 X | PART=93C56 | [B2 DF FF]
ALERMA | 39550 31760 (605 14 76 00) | PART=95080 | [2C0 2DF FF] [2E0 33F 54]
ALMERA | 39550 31761 (605 14 76 00) | PART=95080 | [2C0 33F FF] [340 350 55]
ALMERA | 39550 31771 (605 14 78 00) | PART=95080 | [2C0 2DF FF] [2E0 33F 54]
ALMERA | 98820 3L300 G | PART=93C56 | [B2 FF 54]
FRONTIER | 28556-82300 | PART=68HC11E20 | [31 6B FF][1D8 1D8 00][1D9 1F1 FF]
FRONTIER | 28556 8Z300 | PART=68HC11E20 | [36 6B 54]
FRONTIER | 28556 ZP01A | PART=93C66 | [102 15B FF] [162 1FF FF]
GTR | 98820 JF70A | PART=93C56 | [9E F7 FF]
JUKE | 98820 1KJ0A (F01G072075) | PART=95640 | [8C8 9FF FF] [AE6 AE7 FF][AF4 AF9 FF] [AFB 1A57 FF]
JUKE | 98820 1KJ1A (0 285 011 031) | PART=95640 | [8C8 AB7 FF] [AE6 AE7 FF][AF4 AF9 FF] [AFB 1A59 FF]
JUKE | 98820 1KV1A (0 285 011 034) | PART=95640 | [8C8 AC5 FF] [AC6 AC6 40][AC7 AE1 FF] [AE2 AE2 80] [AE3 AE3 18] [AE4 19FF FF]
JUKE | 98820 1KC1A - 0 285 011 033 | PART=95640 | [8C8 903 FF][A30 A40 FF][AE6 AE7 00][AF4 AF9 00][AFC C5C 00][C5D 1273 FF]
JUKE | 98820 1KV0A - F01G07208E | PART=95640 | [8C8 A5C FF] [A5D AB7 0] [AB8 ABB FF] [ABC ABD 0] [ABE AC1 FF] [AC2 ACB 0][ACC AD1 FF] [AD2 AE1 0] [AE2 AE2 80] [AE3 AE3 18] [AE4 AE4 05] [AE5 AE5 55][AE6 AE7 0] [AE8 AE9 55] [AEA AEF 0] [AF0 AF3 FF] [AF4 AF9 0] [AFA 1A57 FF][1A58 1A64 0]
JUKE | 98820 1KV0A - F01G07208D | PART=95640 | [8C8 A5C FF] [A5D AB7 0] [AB8 ABB FF] [ABC ABD 0] [ABE AC1 FF] [AC2 ACB 0][ACC AD1 FF] [AD2 AE1 0] [AE2 AE2 80] [AE3 AE3 18] [AE4 AE4 05] [AE5 AE5 55][AE6 AE7 0] [AE8 AE9 55] [AEA AEF 0] [AF0 AF3 FF] [AF4 AF9 0] [AFA 1A57 FF][1A58 1A64 0]
