modelo | nserie | memoria | resetmapa
PUNTO III | 51719091 | PART=24LC04 | [0 0 00] [1 1 FF] [2 5 00] [6 6 FF] [7 A 00] [B B FF] [C F 00] [10 10 FF] [11 12 00] [15 15 FF] [37 37 05] [5B 5B FF] [7F 7F FF]
PUNTO III | 51719092 | PART=24LC04 | [0 0 00] [1 1 FF] [2 5 00] [6 6 FF] [7 A 00] [B B FF] [C F 00] [10 10 FF] [11 12 00] [15 15 FF] [37 37 05] [5B 5B FF] [7F 7F FF]
PUNTO III | 51726575 | PART=24LC04 | [0 0 00] [1 1 FF] [2 5 00] [6 6 FF] [7 A 00] [B B FF] [C F 00] [10 10 FF] [11 12 00] [15 15 FF] [37 37 05] [5B 5B FF] [7F 7F FF]
PUNTO III | 518 380 67 | PART=95320 | [880 FBF FF] [FC0 FCB 00]
PUNTO III | 51719094 | PART=24C04 | [0 12 FF][15 15 FF][37 37 FF][5B 5B FF][7F 7F FF]
PUNTO III | 51822436 | PART=24C04 | [0 3F FF]
PUNTO II | 46772034 | PART=24LC04 | [0 5F FF]
PUNTO EVE | 51838580 | PART=95320 | [B0 4DF FF] [820 8DF FF]
QUBO | 611134500A | PART=95320 | [5A0 916 00] [917 C1F FF]
QUBO | 611 13 44 00 | PART=95320 | [880 8DF FF] [9E0 BDF FF]
QUBO | 611 13 45 00 | PART=95320 | [890 8DF FF] [9F0 C0F FF]
